x0000,y0000
13085.42817,7852,
13085.42423,8405,
13085.42038,8906,
13085.42038,8304,
13085.41631,8558,
13085.41235,7294,
13085.41235,8205,
13085.40826,8395,
13085.40425,7889,
13085.40425,8086,
13085.40028,7414,
13085.39606,6305,
13085.39606,7264,
13085.39218,7209,
13085.38808,7210,
13085.38808,5135,
13085.38416,5740,
13085.38019,7103,
13085.38019,7288,
13085.37615,7677,
13085.37235,6018,
13085.37235,2046,
13085.94748,4185,
13085.94355,4165,
13085.94355,4026,
13085.94048,4589,
13085.93962,4687,
13085.93962,3944,
13085.93907,4577,
13085.93898,4481,
13085.93898,4555,
13085.94132,4917,
13085.94373,4408,
13085.94373,3499,
13085.94636,3893,
13085.9489,4094,
13085.9489,4260,
13085.95161,4132,
13085.95421,3839,
13085.95421,4530,
13085.95696,3848,
13085.95965,3631,
13085.95965,4060,
13085.96235,3449,
13085.96235,4224,
13085.96525,4162,
13085.96806,4065,
13085.96806,4284,
13085.97097,3188,
13085.97378,3555,
13085.97378,3375,
13085.37728,6529,
13085.38018,6244,
13085.38018,6861,
13085.38303,6060,
13085.38602,7089,
13085.38602,7309,
13085.38893,7182,
13085.39183,7169,
13085.39183,6904,
13085.39484,6987,
13085.39764,7359,
13085.39764,7229,
13085.40076,7179,
13085.40371,6563,
13085.40371,7364,
13085.4067,6961,
13085.40983,6983,
13085.40983,7286,
13085.41276,6652,
13085.41591,6355,
13085.41591,6916,
13085.4189,7376,
13085.42206,6991,
13085.42206,7310,
13085.42505,6919,
13085.4281,7497,
13085.4281,7734,
13085.43129,7900,
13085.43437,7302,
13085.43437,6280,
13085.43762,7366,
13085.44076,7438,
13085.44076,7307,
13085.44387,7939,
13085.44725,8571,
13085.44725,7584,
13085.45043,8274,
13085.45378,8428,
13085.45378,8565,
13085.457,7955,
13085.46021,8764,
13085.46021,9294,
13085.46361,8789,
13085.46676,8978,
13085.46676,9048,
13085.47011,8315,
13085.47334,9207,
13085.47334,9082,
13085.47673,9004,
13085.48598,9158,
13085.48598,8161,
13085.50214,9646,
13085.51958,9372,
13085.51958,8912,
13085.53649,9450,
13085.55471,9314,
13085.55471,9273,
13085.57213,9901,
13085.57213,10007,
13085.59029,10640,
13085.60912,9960,
13085.60912,9377,
13085.62733,10400,
13085.64689,10092,
13085.64689,10056,
13085.66552,9990,
13085.67303,9396,
13085.67303,10240,
13085.67414,10465,
13085.67482,10211,
13085.67482,10345,
13085.67533,9755,
13085.67575,10146,
13085.67575,10599,
13085.67605,10753,
13085.67636,10619,
13085.67636,9420,
13085.67657,10421,
13085.67938,10551,
13085.67938,10408,
13085.68051,10838,
13085.67902,10604,
13085.67902,9448,
13085.67855,10238,
13085.67907,9998,
13085.67907,10170,
13085.6792,10528,
13085.67933,9164,
13085.67933,10187,
13085.67946,10107,
13085.67959,9950,
13085.67959,9902,
13085.67972,9040,
13085.68207,10326,
13085.68207,10830,
13085.68519,10499,
13085.68868,10389,
13085.68868,9466,
13085.69225,10745,
13085.6959,10684,
13085.6959,10542,
13085.69975,8640,
13085.70356,13657,
13085.70356,10009,
13085.70761,8946,
13085.71155,10380,
13085.71155,10406,
13085.71546,10464,
13085.71959,10197,
13085.71959,9354,
13085.7236,9408,
13085.72752,9643,
13085.72752,10084,
13085.73175,9163,
13085.73567,9854,
13085.73567,9178,
13085.73983,9546,
13085.74387,9333,
13085.74387,8693,
13085.74811,8695,
13085.75206,7386,
13085.75206,8095,
13085.75587,7875,
13085.76029,8262,
13085.76029,8589,
13085.7643,9461,
13085.76848,8365,
13085.76848,8559,
13085.77241,9113,
13085.77655,9014,
